type,client,tx,amount
deposit,20065,3006,6334.577454
chargeback,4552,692,
dispute,38561,1262,
dispute,32374,252,
withdrawal,56771,3007,8673.8343
dispute,1,2,10.0
dispute,53458,1085,
resolve,10409,650,
withdrawal,36354,3008,249.08259971
chargeback,26511,1504,
deposit,49908,3009,7912.059
deposit,55728,3010,593.939
deposit,22,3011,2805.1805
withdrawal,57509,3012,4590.4069442
resolve,5437,644,
resolve,56707,41,
dispute,24084,2306,
withdrawal,39985,3013,5565.1970073
deposit,36777,3014,1015.87
chargeback,45836,2665,
deposit,12060,3015,4562.94051
dispute,34499,2744,
withdrawal,12971,3016,1771.98534537
dispute,36012,2180,
dispute,32975,46,
dispute,60753,1095,
deposit,24310,3017,1573.36647
withdrawal,49736,3018,65.25
resolve,22035,227,
dispute,34451,754,
chargeback,19284,1930,
chargeback,52935,1009,
dispute,43128,188,
dispute,14107,180,
deposit,18361,3019,8831.114694
deposit,57347,3020,821.66842389
resolve,36759,1107,
resolve,19196,1114,
withdrawal,23422,3021,7715.9027
withdrawal,28122,3022,635.30932686
dispute,61283,420,
withdrawal,26146,3023,2507.62
deposit,1563,3024,9523.5089956
dispute,29518,370,
dispute,17653,2155,
deposit,29606,3025,3844.96544648
deposit,7597,3026,9054.72
deposit,5705,3027,542.5637
dispute,35795,823,
withdrawal,58654,3028,5483.4399181
chargeback,41147,2819,
dispute,62881,1125,
deposit,43926,3029,9235.64153647
resolve,57408,1922,
deposit,35126,3030,6901.9753
dispute,20959,2533,
chargeback,33459,2213,
dispute,1,2,10.0
withdrawal,46156,3031,3447.12
dispute,64114,2952,
deposit,36905,3032,1724.68438774
withdrawal,59798,3033,8021.341
chargeback,57176,2226,
deposit,26841,3034,7662.9862528
dispute,36114,1926,
deposit,33398,3035,4490.9631874
chargeback,23749,779,
dispute,47225,2797,
resolve,1972,1027,
dispute,27703,2719,
withdrawal,786,3036,6462.403
withdrawal,38481,3037,7731.563645
chargeback,25388,1751,
deposit,17809,3038,3890.120588
chargeback,18069,1000,
resolve,27075,2450,
withdrawal,49925,3039,4100.51756215
withdrawal,27054,3040,9943.99
chargeback,41867,2298,
withdrawal,53154,3041,103.91
chargeback,30735,2973,
dispute,19116,1617,
withdrawal,42501,3042,9486.884
resolve,61175,434,
resolve,39798,843,
deposit,28717,3043,975.185981
resolve,32438,604,
deposit,54588,3044,8673.27481
chargeback,22041,1291,
withdrawal,15802,3045,646.5768
deposit,3368,3046,346.5437
dispute,21697,1845,
chargeback,29127,385,
deposit
withdrawal,34628,3047,9569.11
resolve,18317,1577,
resolve,56696,1492,
dispute,35065,278,
dispute,15315,2363,
dispute,49134,1421,
dispute,61559,1173,
withdrawal,3664,3048,7249.52793
deposit,58439,3049,6109.33134081
deposit,36848,3050,5567.0459
resolve,40748,2835,
withdrawal,25058,3051,2285.52858
dispute,6474,1408,
withdrawal,49111,3052,6529.65497514
resolve,57176,2226,
dispute,978,1698,
chargeback,24470,958,
withdrawal,12961,3053,8672.9778763
dispute,17630,961,
resolve,7145,2207,
resolve,49067,219,
resolve,27186,549,
dispute,4885,1351,
withdrawal,45037,3054,2359.17
withdrawal,7227,3055,3005.6585
withdrawal,5649,3056,5075.36
withdrawal,58365,3057,3580.891212
withdrawal,9227,3058,9819.8228
deposit,47960,3059,1430.556
deposit,33019,3060,8336.15905
dispute,34526,1079,
dispute,152,757,
deposit,22548,3061,1693.437
resolve,38389,2163,
chargeback,38609,2311,
dispute,2298,408,
chargeback,10558,1716,
dispute,22964,1579,
resolve,24448,437,
resolve,683,1535,
deposit,5259,3062,6236.66235411
resolve,3421,1598,
randomtype,1,2,5.0
withdrawal,25782,3063,1952.87323
chargeback,20181,2167,
deposit,57311,3064,8760.47
dispute,19525,620,
deposit,10067,3065,7471.81448
chargeback,14696,2623,
withdrawal,13240,3066,2295.7651
resolve,50396,121,
deposit,56300,3067,8859.0159
deposit,6441,3068,1726.0525440
chargeback,57308,1725,
withdrawal,55643,3069,6280.43385
dispute,35413,2333,
chargeback,18442,532,
deposit,8502,3070,3799.7576
withdrawal,34663,3071,6784.31
deposit,17729,3072,8532.939693
deposit,34091,3073,2926.4838
resolve,36301,1700,
dispute,53799,1484,
dispute,53994,179,
withdrawal,59771,3074,9401.084
resolve,9697,2303,
withdrawal,20506,3075,6149.72
resolve,11384,2153,
deposit,47049,3076,1668.954
chargeback,33844,1273,
chargeback,6477,468,
chargeback,1274,267,
deposit,55170,3077,7935.631
chargeback,26912,1106,
dispute,31614,1143,
resolve,48726,2658,
dispute,19555,286,
deposit,43613,3078,1035.071094
dispute,20963,2988,
dispute,48157,2317,
dispute,63428,1963,
withdrawal,19931,3079,5470.6154305
deposit,19781,3080,9154.9148128
withdrawal,29188,3081,1142.254057
dispute,30046,598,
chargeback,45393,1499,
withdrawal,17893,3082,4808.43156
dispute,17024,2092,
chargeback,44518,480,
chargeback,62092,1436,
deposit,35991,3083,8147.042908
chargeback,15039,136,
resolve,56120,921,
resolve,46494,2383,
withdrawal,55948,3084,1575.574336
deposit,23188,3085,9307.3397441
dispute,1,2,10.0
deposit,31910,3086,7089.90
dispute,56778,2293,
dispute,41392,2175,
dispute,6371,79,
chargeback,17904,1197,
dispute,51867,1212,
deposit,51263,3087,1001.12
resolve,36654,839,
chargeback,14497,1519,
deposit,58840,3088,2443.3984
resolve,17893,3082,
withdrawal,4828,3089,9768.224
resolve,28170,2063,
deposit,9932,3090,8629.59273
withdrawal,32606,3091,4190.5135083
dispute,27703,2719,
resolve,57176,2226,
withdrawal,49982,3092,5920.030
dispute,5237,40,
deposit,50831,3093,5141.3271758
withdrawal,47182,3094,587.30955
withdrawal,22342,3095,1512.34
chargeback,29388,440,
dispute,49143,1838,
dispute,1,2,10.0
dispute,39006,1722,
dispute,62791,262,
dispute,31741,1680,
randomtype,1,2,5.0
deposit,6548,3096,1860.6791
resolve,55247,2170,
dispute,35649,1883,
dispute,4004,49,
chargeback,38159,1635,
chargeback,56504,1731,
chargeback,45858,2789,
withdrawal,34615,3097,1466.1579119
deposit,7756,3098,481.087498
dispute,981,378,
withdrawal,48070,3099,2407.26
withdrawal,40543,3100,5255.9184
dispute,53251,1973,
deposit,21197,3101,9178.5056285
withdrawal,64032,3102,7500.1037
deposit,53978,3103,3486.23
deposit
resolve,32363,277,
deposit,34988,3104,5973.55
chargeback,55948,3084,
chargeback,54387,307,
dispute,6610,1419,
withdrawal,64363,3105,7617.6859949
deposit,1,2,-50.0
withdrawal,55380,3106,4945.090492
withdrawal,12632,3107,9805.2853593
chargeback,54967,2229,
resolve,63294,571,
chargeback,5045,2888,
resolve,54021,1663,
chargeback,40009,1540,
resolve,23589,993,
chargeback,21721,1146,
withdrawal,11650,3108,9876.2164034
deposit,2,3109,4226.5647470
dispute,12278,2643,
chargeback,12984,1942,
chargeback,8776,2145,
deposit,52353,3110,7617.35652
withdrawal,59495,3111,3028.7580259
dispute,62426,2513,
dispute,25902,2367,
deposit,22820,3112,3248.47648449
dispute,28448,2915,
chargeback,41227,1005,
chargeback,37519,2641,
withdrawal,53880,3113,6210.574
resolve,29178,1016,
deposit,995,3114,6363.42
randomtype,1,2,5.0
deposit,7143,3115,853.001
withdrawal,41876,3116,41.9431
chargeback,22774,2230,
deposit,26261,3117,1636.669
resolve,40470,943,
resolve,5133,528,
chargeback,36084,207,
resolve,47002,1898,
chargeback,43138,1229,
resolve,11384,2153,
resolve,33735,1221,
deposit
dispute,39501,2817,
resolve,42026,338,
resolve,43065,1429,
resolve,27640,2585,
deposit,52605,3118,4226.27
resolve,16106,492,
chargeback,63549,2734,
deposit,63553,3119,1435.323107
chargeback,7342,2362,
withdrawal,53757,3120,2774.3043122
withdrawal,35952,3121,3884.5006
resolve,3369,2955,
dispute,5712,2202,
resolve,55656,2681,
dispute,43498,684,
dispute,25902,2367,
dispute,37653,446,
chargeback,63174,558,
resolve,24762,36,
deposit,1112,3122,9349.1098393
dispute,23671,1438,
withdrawal,1405,3123,4579.54638
resolve,23020,2171,
deposit,51381,3124,5033.66
chargeback,33053,103,
deposit,13587,3125,2794.6832
resolve,38470,3002,
withdrawal,26911,3126,2644.96581508
withdrawal,43296,3127,2889.6881
deposit,19969,3128,5371.9138636
chargeback,50068,2210,
deposit,45596,3129,2166.84133874
withdrawal,1219,3130,1023.11726
resolve,7038,499,
dispute,35076,2343,
dispute,23243,574,
resolve,49805,2695,
chargeback,33005,2584,
deposit,23571,3131,6761.12
deposit,38257,3132,8159.815351
withdrawal,168,3133,5720.176998
dispute,31107,2382,
dispute,30540,2276,
withdrawal,48371,3134,6027.731
deposit,2911,3135,109.81
withdrawal,51824,3136,1532.919588
dispute,24117,43,
dispute,29186,612,
chargeback,5356,215,
withdrawal,53351,3137,833.5690736
withdrawal,60648,3138,8329.85743889
resolve,11425,645,
chargeback,27640,2585,
dispute,34305,2707,
chargeback,21169,1514,
deposit
dispute,29730,1467,
dispute,34526,1079,
withdrawal,48850,3139,1356.636482
chargeback,50213,2099,
dispute,3882,1829,
chargeback,42275,1476,
chargeback,22441,1531,
withdrawal,8707,3140,4578.938053
withdrawal,40065,3141,7060.5851169
dispute,27203,1316,
dispute,44000,2770,
withdrawal,2269,3142,4231.20426423
deposit,41865,3143,8456.01999
dispute,34392,1520,
deposit,51665,3144,2784.34820499
resolve,38509,1239,
withdrawal,28849,3145,7616.27744
chargeback,48344,1396,
dispute,55267,95,
chargeback,27390,1629,
chargeback,5866,1900,
chargeback,10833,682,
chargeback,19099,848,
chargeback,55728,3010,
dispute,10383,710,
dispute,21480,2424,
withdrawal,6732,3146,4844.9044
deposit,25551,3147,8691.170004
deposit,7538,3148,8241.3427115
dispute,42405,1052,
deposit,2949,3149,9432.49158
chargeback,21480,2424,
chargeback,44149,560,
dispute,33459,2213,
resolve,60886,2640,
resolve,24244,418,
deposit,17173,3150,9278.073
dispute,34562,345,
chargeback,44076,1830,
deposit,23784,3151,3155.2094113
deposit,24852,3152,2469.220
deposit,59699,3153,1266.137
resolve,11640,2737,
chargeback,7365,1109,
deposit,64432,3154,5593.038
deposit,46894,3155,5206.71
chargeback,38663,2630,
withdrawal,34141,3156,2768.85392
resolve,33844,1273,
withdrawal,8964,3157,6316.11
withdrawal,2278,3158,6854.196
deposit,38476,3159,1643.25931
deposit
chargeback,25932,1802,
withdrawal,4382,3160,24.16928
withdrawal,30569,3161,9516.07761
withdrawal,58185,3162,291.65
withdrawal,25848,3163,3806.13111414
resolve,5080,1610,
deposit,7548,3164,9009.12
resolve,18451,1525,
deposit,26147,3165,951.2618
chargeback,17173,3150,
randomtype,1,2,5.0
deposit,19649,3166,3214.1503
deposit,39446,3167,2469.1398
resolve,1810,664,
resolve,11695,2471,
deposit,53239,3168,169.277
dispute,29178,1016,
deposit,36847,3169,3755.39275
deposit,46053,3170,264.86324545
dispute,17553,2273,
dispute,11945,396,
chargeback,43592,1014,
withdrawal,abc,123,10.5
chargeback,4501,2590,
resolve,12134,1837,
chargeback,62373,276,
dispute,61366,1413,
deposit,36361,3171,7736.5738
chargeback,23321,1732,
resolve,33160,1243,
withdrawal,12407,3172,1891.51742040
resolve,33645,2800,
dispute,31977,2373,
resolve,61283,420,
deposit,14474,3173,2202.57
dispute,61559,1173,
withdrawal,36186,3174,6663.4127
dispute,26024,828,
dispute,60655,2669,
chargeback,56348,61,
dispute,6352,1727,
chargeback,43694,320,
chargeback,49844,2215,
deposit
deposit,41744,3175,2574.0812722
deposit,59499,3176,2964.20
withdrawal,16401,3177,5242.94320
dispute,15728,1797,
resolve,34163,818,
deposit,45443,3178,4441.19
resolve,50901,795,
chargeback,30569,3161,
chargeback,52484,245,
deposit,63011,3179,3939.94
chargeback,43743,2433,
dispute,62844,605,
chargeback,12528,2651,
dispute,21658,1054,
resolve,47406,838,
withdrawal,abc,123,10.5
dispute,53010,2102,
dispute,17024,2092,
resolve,55380,3106,
chargeback,28312,1644,
withdrawal,7581,3180,1987.898949
deposit,39768,3181,7830.758
deposit,63940,3182,8860.76468556
withdrawal,33942,3183,1486.88
withdrawal,3062,3184,3517.62869
chargeback,21518,66,
chargeback,27985,2974,
withdrawal,30018,3185,2225.08728054
chargeback,41035,2661,
withdrawal,20867,3186,2524.12144
chargeback,64784,2745,
dispute,43498,684,
chargeback,59746,1318,
deposit,62650,3187,6126.946871
withdrawal,45433,3188,423.710
chargeback,8707,3140,
deposit,31912,3189,2256.74
withdrawal,40718,3190,425.92021
withdrawal,28853,3191,965.281115
chargeback,57767,1894,
deposit,35385,3192,3280.29741638
deposit,54047,3193,2103.3146847
withdrawal,12270,3194,8973.0191
dispute,15688,455,
deposit,9027,3195,6819.801042
withdrawal,25012,3196,158.86287382
randomtype,1,2,5.0
deposit,55579,3197,9224.977561
withdrawal,6941,3198,6094.053575
withdrawal,44869,3199,2241.44905
chargeback,23865,2993,
deposit,12476,3200,6997.5626815
chargeback,12589,2469,
deposit,22461,3201,1926.67030
deposit,63449,3202,8050.581911
chargeback,6835,1337,
deposit,13880,3203,9071.83928709
resolve,31660,629,
chargeback,53523,2093,
deposit,25212,3204,5369.274
withdrawal,22250,3205,4849.8881426
chargeback,62933,794,
withdrawal,24487,3206,4025.4557307
withdrawal,46831,3207,6163.28
withdrawal,21366,3208,3453.826
resolve,42207,2645,
withdrawal,36546,3209,8813.8351
dispute,25075,1920,
chargeback,16827,2148,
resolve,45840,518,
deposit,58963,3210,5569.35
resolve,33440,643,
withdrawal,45521,3211,7887.52576
resolve,61517,2087,
chargeback,19116,1617,
deposit,5406,3212,7445.753
resolve,34988,3104,
withdrawal,34503,3213,8284.98803
dispute,21446,2313,
dispute,58819,112,
withdrawal,55772,3214,4845.88
withdrawal,35924,3215,6319.654078
deposit,53431,3216,5015.91
dispute,53431,3216,
dispute,23571,3131,
chargeback,41733,2562,
resolve,43191,2118,
resolve,10913,2134,
resolve,35771,2850,
resolve,12635,2701,
dispute,57173,1799,
resolve,36055,2516,
resolve,22812,425,
dispute,57921,1915,
deposit,1160,3217,5555.6911
deposit,60415,3218,7854.15851
withdrawal,55297,3219,8422.0717609
withdrawal,16495,3220,4310.2969177
chargeback,43187,175,
dispute,59034,2856,
dispute,38476,3159,
dispute,56227,2453,
deposit,6226,3221,5356.1878
dispute,41367,1633,
chargeback,24109,2578,
dispute,31368,1447,
withdrawal,2061,3222,7019.808367
chargeback,36920,638,
deposit,6427,3223,3387.506207
chargeback,37603,2713,
dispute,61559,1173,
deposit,1927,3224,689.39541
withdrawal,30975,3225,4639.02961732
dispute,19829,442,
dispute,39198,588,
resolve,48852,2552,
chargeback,63717,2101,
deposit,21412,3226,3716.7135948
withdrawal,52434,3227,6650.63519456
deposit,45505,3228,2073.575
chargeback,35909,599,
chargeback,47870,159,
resolve,52756,1103,
resolve,37399,153,
withdrawal,27646,3229,3904.70724
chargeback,49318,979,
chargeback,51016,753,
deposit,38850,3230,6452.672496
dispute,55141,2214,
resolve,27203,1983,
resolve,54000,2788,
resolve,31919,1288,
withdrawal,32115,3231,1986.4538
withdrawal,61492,3232,9289.2762557
withdrawal,29693,3233,119.659
resolve,23992,1327,
deposit,23971,3234,2241.507
chargeback,61538,2241,
resolve,55143,568,
resolve,53239,3168,
chargeback,60772,1431,
withdrawal,36318,3235,1382.0958583
withdrawal,764,3236,7531.22774458
dispute,18639,1077,
withdrawal,29778,3237,1568.94652476
withdrawal,16583,3238,1878.0734915
dispute,13900,212,
withdrawal,29094,3239,6837.9615
dispute,35884,1996,
chargeback,33014,1780,
chargeback,5705,3027,
resolve,52006,2308,
resolve,44012,2098,
resolve,16008,2348,
deposit,1961,3240,6886.2419277
dispute,55829,1010,
withdrawal,48535,3241,9090.91889
withdrawal,28576,3242,4710.53753
withdrawal,40309,3243,4133.07797119
chargeback,40718,3190,
deposit,46409,3244,5453.017729
dispute,42406,597,
dispute,64032,3102,
deposit,55716,3245,3309.59
dispute,64200,2947,
chargeback,38294,1179,
deposit,53618,3246,7531.57160
chargeback,57304,1775,
dispute,51171,1263,
withdrawal,50122,3247,3641.63404459
dispute,12958,2161,
dispute,216,1513,
dispute,62638,444,
deposit,4315,3248,6390.83343
resolve,6888,2617,
resolve,5133,528,
withdrawal,26054,3249,1121.65
chargeback,55968,266,
chargeback,1754,1928,
dispute,8821,540,
withdrawal,20488,3250,4824.744
withdrawal,35001,3251,5625.1678641
dispute,37279,2227,
resolve,12856,160,
deposit,3780,3252,2125.072
resolve,23822,2265,
resolve,11018,1713,
dispute,2665,2438,
resolve,34538,1470,
resolve,64347,1721,
chargeback,20867,3186,
resolve,33053,103,
deposit,65325,3253,7633.71180090
chargeback,40636,2858,
withdrawal,35404,3254,1742.320
chargeback,3242,76,
resolve,59055,2692,
resolve,45468,231,
deposit,39586,3255,3258.930
withdrawal,15641,3256,1957.18
deposit,35905,3257,4937.49008582
deposit,52185,3258,4221.68
deposit,1,2,-50.0
chargeback,7290,141,
dispute,5972,2924,
resolve,34344,721,
dispute,17684,2954,
dispute,36044,2240,
chargeback,44869,3199,
dispute,18492,2726,
withdrawal,30898,3259,9692.63431
resolve,49914,226,
chargeback,562,2239,
withdrawal,46531,3260,7796.4576673
chargeback,17365,1280,
resolve,58253,2310,
withdrawal,54209,3261,350.79
withdrawal,29631,3262,3935.5301414
deposit,10636,3263,5286.64108
withdrawal,39581,3264,1380.43043
deposit,46133,3265,6500.51
deposit,1,2,10.0,extra
deposit,40895,3266,7929.793
deposit,8707,3267,865.28192280
chargeback,54300,609,
resolve,13772,1223,
chargeback,59433,2551,
withdrawal,51684,3268,4182.4434282
deposit,33797,3269,4727.791927
dispute,38011,896,
withdrawal,665,3270,1738.3786
dispute,16111,1131,
dispute,1,2,10.0
resolve,3231,2596,
deposit,37515,3271,9365.8056505
deposit,41608,3272,8338.3866
resolve,43065,1150,
dispute,58612,24,
withdrawal,26932,3273,4121.7137
chargeback,23865,2993,
deposit,22541,3274,8239.5781391
deposit,48181,3275,981.83912778
resolve,21721,1146,
dispute,1,2,10.0
chargeback,58254,2805,
resolve,21697,1845,
dispute,1982,2502,
dispute,60648,3138,
resolve,38393,1976,
dispute,40883,389,
deposit,1005,3276,7445.822452
deposit,1,2,-50.0
dispute,3464,2132,
dispute,1219,3130,
dispute,29849,2270,
resolve,46651,1175,
dispute,63113,2593,
deposit,63495,3277,4099.3565
deposit,53372,3278,3658.1192
deposit,16974,3279,2545.69329
dispute,62771,1488,
withdrawal,13814,3280,5314.1470
resolve,25279,2556,
withdrawal,58777,3281,210.9388317
dispute,4225,1718,
deposit,37266,3282,4806.9188070
withdrawal,16237,3283,2570.34053
withdrawal,abc,123,10.5
chargeback,36652,2258,
dispute,64852,2189,
withdrawal,47081,3284,2684.6074815
chargeback,11248,2128,
deposit
deposit,5326,3285,8513.410
withdrawal,42780,3286,4920.47896
withdrawal,33048,3287,1685.489
withdrawal,56464,3288,2481.99805
dispute,59499,3176,
resolve,2587,1181,
resolve,57176,2226,
dispute,21852,2289,
withdrawal,55565,3289,2431.1660848
deposit,47169,3290,4745.47104880
withdrawal,8733,3291,6835.7594885
withdrawal,54906,3292,3022.8964958
withdrawal,58949,3293,5611.1254
resolve,22052,2517,
chargeback,32592,32,
deposit,64759,3294,3131.9243737
chargeback,36114,1926,
withdrawal,6611,3295,8438.9589
withdrawal,abc,123,10.5
resolve,29471,967,
deposit,7793,3296,3149.4007689
resolve,12326,163,
resolve,44948,2269,
dispute,32314,1599,
chargeback,633,2785,
chargeback,22209,1166,
withdrawal,40824,3297,695.417210
deposit,29866,3298,5462.1966963
deposit,61200,3299,3091.85725
deposit,52262,3300,393.432908
chargeback,6300,2807,
dispute,41573,459,
resolve,24433,610,
resolve,19969,3128,
resolve,61279,669,
resolve,9313,1627,
resolve,32294,1494,
withdrawal,40006,3301,2463.062035
withdrawal,5635,3302,9144.77278
dispute,5649,3056,
resolve,49998,830,
withdrawal,46105,3303,2968.918828
deposit
dispute,59824,804,
dispute,45071,2504,
dispute,6045,1391,
dispute,47478,2872,
withdrawal,34176,3304,4273.28
deposit,35826,3305,6887.50
resolve,36772,1820,
deposit,7057,3306,6167.3505
deposit,1884,3307,3963.335987
withdrawal,4928,3308,9897.44072
dispute,21513,1483,
dispute,26009,820,
withdrawal,21447,3309,204.275
resolve,52404,1033,
deposit,34724,3310,9566.36
dispute,47109,2388,
deposit,43215,3311,3287.676
deposit
chargeback,20867,3186,
deposit,42696,3312,4452.893
resolve,19804,906,
dispute,1870,1882,
chargeback,36394,364,
resolve,3656,1861,
resolve,53667,902,
resolve,19555,286,
resolve,53675,2742,
resolve,41495,1568,
chargeback,49221,683,
deposit,53214,3313,9118.5164318
deposit,26658,3314,8326.4498
chargeback,27450,2019,
resolve,4602,912,
resolve,39772,512,
chargeback,49374,2832,
deposit,25859,3315,1323.63314
resolve,40652,1578,
dispute,21201,481,
deposit,64805,3316,1834.246
deposit,26660,3317,5872.3121
deposit,61314,3318,8548.8975
dispute,27203,1316,
deposit,4646,3319,4993.02
resolve,35218,2419,
deposit,37080,3320,7943.40
dispute,34562,345,
dispute,48300,914,
deposit,1,2,-50.0
dispute,34705,44,
dispute,55096,1813,
deposit,48848,3321,6429.99123869
chargeback,48714,1770,
dispute,1965,856,
chargeback,43942,2976,
dispute,2903,1755,
withdrawal,4079,3322,2173.1633030
chargeback,583,1647,
deposit,64817,3323,9829.314
deposit,9401,3324,4702.38570346
chargeback,15183,1158,
chargeback,52562,2708,
resolve,58365,3057,
deposit,6966,3325,1663.8922320
chargeback,63762,1971,
resolve,7188,432,
chargeback,23571,3131,
dispute,65283,994,
chargeback,16044,2755,
deposit,40709,3326,1641.194
chargeback,7188,432,
dispute,6079,2969,
deposit,1,2,10.0,extra
resolve,54824,1628,
deposit,5352,3327,4271.46874276
deposit,57780,3328,6836.804
resolve,26897,1196,
deposit,48542,3329,4343.20260
deposit,25481,3330,317.3825424
withdrawal,11760,3331,9315.795
dispute,23595,427,
dispute,27450,2019,
chargeback,33056,1302,
deposit,53349,3332,619.29746204
withdrawal,58627,3333,6085.97632
resolve,52377,2546,
deposit,9083,3334,6763.51
chargeback,42497,1491,
withdrawal,37395,3335,2434.60
withdrawal,56136,3336,9470.089743
withdrawal,7576,3337,836.6154
dispute,36140,1272,
deposit,46214,3338,2716.7824
resolve,40542,733,
dispute,12068,1015,
withdrawal,50955,3339,1591.087020
resolve,41,2364,
chargeback,24850,10,
withdrawal,13977,3340,6026.58553674
withdrawal,17174,3341,9684.8567872
withdrawal,49295,3342,5953.777418
chargeback,12196,722,
chargeback,6961,1201,
withdrawal,8165,3343,329.853090
deposit,7241,3344,2481.68
dispute,3468,1796,
deposit,8547,3345,3652.292463
chargeback,24708,524,
deposit,20512,3346,207.045280
resolve,28182,178,
dispute,34196,1597,
dispute,63738,96,
chargeback,26092,815,
resolve,54021,1663,
withdrawal,20406,3347,3822.414182
withdrawal,14056,3348,1395.61
chargeback,43588,833,
withdrawal,12061,3349,5925.7650
dispute,43986,391,
deposit,26399,3350,1438.327786
dispute,26054,3249,
chargeback,1965,856,
dispute,41573,459,
chargeback,32784,2361,
resolve,47320,1884,
resolve,8416,1310,
chargeback,41490,656,
dispute,12476,3200,
deposit,7451,3351,802.8606
withdrawal,41727,3352,1117.3527
chargeback,58252,99,
deposit,4118,3353,3738.4865
resolve,55283,355,
chargeback,34565,2316,
deposit,1,2,10.0,extra
withdrawal,700,3354,2196.8661172
withdrawal,55841,3355,6068.14499
chargeback,30214,13,
resolve,35304,1943,
deposit,54557,3356,4232.281131
dispute,51490,1372,
deposit,24008,3357,2663.62
withdrawal,24982,3358,2802.740
deposit,19789,3359,9587.903618
dispute,45071,2504,
resolve,52987,2314,
dispute,55843,129,
chargeback,23418,302,
deposit,41850,3360,1061.4048
deposit,22577,3361,6288.14138
dispute,45540,1692,
chargeback,35363,931,
resolve,6710,1762,
chargeback,38393,1976,
withdrawal,8008,3362,8866.33242288
withdrawal,39839,3363,9453.07555
resolve,17411,503,
chargeback,60124,672,
chargeback,4418,1248,
dispute,53900,2023,
chargeback,23646,1604,
dispute,41867,2298,
withdrawal,15820,3364,9922.3339
chargeback,5326,3285,
deposit,30506,3365,5041.6679489
withdrawal,29610,3366,1444.24066
resolve,62833,541,
resolve,29138,2824,
deposit,14971,3367,1233.3887
dispute,355,2256,
withdrawal,38244,3368,7999.0270335
withdrawal,45790,3369,1410.5697473
deposit,7128,3370,721.151434
deposit,49134,3371,9092.7390
dispute,55579,3197,
resolve,28114,9,
dispute,27556,2417,
dispute,10725,1326,
deposit,35582,3372,3921.3290
dispute,21769,1099,
chargeback,13936,890,
chargeback,57851,2080,
deposit,9252,3373,8967.2319
dispute,45840,518,
dispute,4501,2590,
chargeback,56753,2024,
dispute,49890,1881,
chargeback,786,3036,
chargeback,40657,2398,
deposit,42794,3374,4656.600
dispute,60648,3138,
withdrawal,58138,3375,8921.71
dispute,1,2,10.0
dispute,9611,1369,
deposit,27615,3376,7753.20
chargeback,26507,1567,
withdrawal,41915,3377,2890.1172
withdrawal,42506,3378,8286.86134
dispute,17809,3038,
withdrawal,22016,3379,1189.2579
dispute,47061,1532,
dispute,27703,2719,
withdrawal,34685,3380,5178.1861
resolve,56907,521,
withdrawal,4698,3381,2790.270421
dispute,9856,325,
withdrawal,1102,3382,9331.04
deposit,36398,3383,2797.90
resolve,3887,2781,
dispute,30599,1105,
resolve,25326,1417,
chargeback,37725,580,
dispute,22964,1579,
withdrawal,33688,3384,6275.3597
chargeback,64181,1940,
deposit,13943,3385,3577.5269
withdrawal,7903,3386,5771.78516
resolve,36219,1814,
resolve,19649,3166,
chargeback,29471,967,
dispute,39662,2662,
dispute,56659,1637,
resolve,42149,1168,
resolve,40033,194,
deposit,123,3387,7657.94595
resolve,36394,364,
chargeback,64951,357,
deposit,24873,3388,5174.85537
withdrawal,4021,3389,403.58
chargeback,41850,3360,
deposit,49976,3390,9891.70404
resolve,38470,3002,
chargeback,37981,1156,
deposit,47152,3391,7572.7215
resolve,14040,2776,
resolve,39668,1741,
resolve,22525,2790,
resolve,11295,165,
chargeback,16534,1524,
chargeback,23613,1565,
chargeback,40371,632,
deposit,30872,3392,8739.646572
withdrawal,46817,3393,6595.9557
deposit,17807,3394,2742.229
deposit,63623,3395,1687.28
chargeback,29286,529,
dispute,21228,1611,
withdrawal,45771,3396,1127.44
withdrawal,13119,3397,8248.53
withdrawal,59310,3398,2007.540
chargeback,19638,2771,
resolve,11323,1398,
dispute,63754,2121,
withdrawal,55784,3399,9198.87653
chargeback,50014,1687,
withdrawal,3632,3400,6349.1015
deposit,30800,3401,7885.92527288
chargeback,10437,585,
chargeback,3464,2132,
deposit,1,2,10.0,extra
withdrawal,5671,3402,4658.62
chargeback,12060,3015,
chargeback,61424,2904,
deposit,13103,3403,8188.500
withdrawal,64797,3404,7198.43403
resolve,9027,3195,
deposit,23596,3405,9939.115311
deposit,26884,3406,6671.17719503
withdrawal,10088,3407,2519.834993
deposit,64484,3408,2372.584
chargeback,24894,751,
deposit,50134,3409,5631.105294
resolve,36044,2240,
withdrawal,47972,3410,1188.737066
deposit,43533,3411,8130.9217452
dispute,47301,1533,
deposit,46939,3412,4859.013
chargeback,61651,996,
chargeback,33440,643,
dispute,16816,1851,
dispute,1003,1356,
dispute,34161,2292,
dispute,23474,1710,
chargeback,24464,205,
chargeback,65123,1750,
deposit,7650,3413,5186.51845587
resolve,36905,3032,
deposit,45426,3414,6282.44375
resolve,47379,506,
deposit,37629,3415,5397.58540593
withdrawal,12096,3416,5313.47
chargeback,45858,2789,
dispute,39008,2932,
withdrawal,54430,3417,5135.474079
chargeback,29188,3081,
chargeback,20959,2533,
withdrawal,47128,3418,2207.65198983
deposit,29868,3419,3759.22312279
dispute,19562,1636,
resolve,25388,1751,
deposit,1,2,-50.0
